Algorithm, Search strategy, query, time(ms, #configurations, #markings
czero, BestFS, DrinkVendingMachine-COL-02-CTLCardinality-8 T, 46.502, 6144, 1024
czero, BestFS, DrinkVendingMachine-COL-02-CTLCardinality-4 F, 40.335, 3073, 1024
czero, BestFS, DrinkVendingMachine-COL-02-CTLCardinality-7 T, 42.1, 3073, 1024
czero, BestFS, DrinkVendingMachine-COL-02-CTLCardinality-3 F, 40.324, 3141, 1024
czero, BestFS, DrinkVendingMachine-COL-02-CTLCardinality-2 F, 47.439, 5224, 1024
czero, BestFS, DrinkVendingMachine-COL-02-CTLCardinality-15 T, 31.068, 7020, 984
czero, BestFS, DrinkVendingMachine-COL-02-CTLCardinality-13 F, 2.194, 438, 205
czero, BestFS, DrinkVendingMachine-COL-02-CTLCardinality-12 F, 0.027, 7, 0
czero, BFS, DrinkVendingMachine-COL-02-CTLCardinality-6 F, 92.206, 10246, 1024
czero, BFS, DrinkVendingMachine-COL-02-CTLCardinality-3 F, 47.787, 7237, 1024
czero, BFS, DrinkVendingMachine-COL-02-CTLCardinality-14 T, 52.269, 7176, 1024
czero, BFS, DrinkVendingMachine-COL-02-CTLCardinality-10 T, 35.939, 4652, 1024
czero, BFS, DrinkVendingMachine-COL-02-CTLCardinality-11 F, 30.93, 5062, 1015
czero, BFS, DrinkVendingMachine-COL-02-CTLCardinality-9 T, 38.276, 5121, 1024
czero, BFS, DrinkVendingMachine-COL-02-CTLCardinality-2 F, 36.423, 6484, 1024
czero, BFS, DrinkVendingMachine-COL-02-CTLCardinality-5 T, 23.127, 3089, 1024
czero, BFS, DrinkVendingMachine-COL-02-CTLCardinality-0 F, 30.367, 3132, 1024
czero, BFS, DrinkVendingMachine-COL-02-CTLCardinality-7 T, 22.442, 3073, 1024
czero, BFS, DrinkVendingMachine-COL-02-CTLCardinality-8 T, 25.412, 6144, 1024
czero, BFS, DrinkVendingMachine-COL-02-CTLCardinality-4 F, 24.008, 3073, 1024
czero, BFS, DrinkVendingMachine-COL-02-CTLCardinality-15 T, 7.354, 2339, 391
