Algorithm, Search strategy, query, time(ms, #configurations, #markings
local, BestFS, DatabaseWithMutex-COL-02-CTLFireability-10 F, 4.079, 774, 146
local, BestFS, DatabaseWithMutex-COL-02-CTLFireability-13 F, 10.644, 1945, 153
local, BestFS, DatabaseWithMutex-COL-02-CTLFireability-7 F, 2.962, 510, 149
local, BestFS, DatabaseWithMutex-COL-02-CTLFireability-8 F, 0.05, 1, 0
local, BestFS, DatabaseWithMutex-COL-02-CTLFireability-2 T, 0.263, 58, 4
local, BestFS, DatabaseWithMutex-COL-02-CTLFireability-6 T, 5.479, 1224, 153
local, BestFS, DatabaseWithMutex-COL-02-CTLFireability-14 T, 3.43, 1068, 153
local, BestFS, DatabaseWithMutex-COL-02-CTLFireability-12 F, 4.35, 385, 153
local, BestFS, DatabaseWithMutex-COL-02-CTLFireability-15 T, 5.969, 767, 153
local, BestFS, DatabaseWithMutex-COL-02-CTLFireability-5 F, 6.597, 1232, 153
local, BestFS, DatabaseWithMutex-COL-02-CTLFireability-4 F, 0.035, 1, 0
local, BestFS, DatabaseWithMutex-COL-02-CTLFireabilitySimple-14 F, 2.813, 406, 150
local, BestFS, DatabaseWithMutex-COL-02-CTLFireabilitySimple-15 F, 2.705, 460, 153
local, BestFS, DatabaseWithMutex-COL-02-CTLFireabilitySimple-6 F, 2.149, 434, 153
local, BestFS, DatabaseWithMutex-COL-02-CTLFireabilitySimple-13 F, 0.172, 5, 4
local, BestFS, DatabaseWithMutex-COL-02-CTLFireabilitySimple-9 F, 2.826, 427, 149
local, BestFS, DatabaseWithMutex-COL-02-CTLFireabilitySimple-8 F, 0.096, 5, 4
local, BestFS, DatabaseWithMutex-COL-02-CTLFireabilitySimple-12 F, 2.709, 456, 153
local, BestFS, DatabaseWithMutex-COL-02-CTLFireabilitySimple-10 F, 2.806, 456, 153
local, BestFS, DatabaseWithMutex-COL-02-CTLFireabilitySimple-3 F, 2.533, 460, 153
local, BestFS, DatabaseWithMutex-COL-02-CTLFireabilitySimple-11 T, 2.325, 373, 139
local, BestFS, DatabaseWithMutex-COL-02-CTLFireabilitySimple-5 F, 2.671, 460, 153
local, BestFS, DatabaseWithMutex-COL-02-CTLFireabilitySimple-4 F, 2.477, 390, 144
local, BestFS, DatabaseWithMutex-COL-02-CTLFireabilitySimple-7 F, 0.249, 33, 14
local, BestFS, DatabaseWithMutex-COL-02-CTLFireabilitySimple-2 F, 2.512, 438, 149
local, BestFS, Dekker-PT-010-CTLCardinality-10 F, 291194, 24576, 6144
local, BestFS, Dekker-PT-010-CTLCardinality-7 T, 210670, 55306, 6144
local, BestFS, Dekker-PT-010-CTLCardinality-2 F, 204293, 79883, 6144
local, BestFS, Dekker-PT-010-CTLCardinality-11 F, 145475, 30732, 6144
local, BestFS, Dekker-PT-010-CTLCardinality-4 T, 120616, 12289, 6144
local, BestFS, Dekker-PT-010-CTLCardinality-9 F, 103971, 18447, 6144
local, BestFS, Dekker-PT-010-CTLCardinality-5 F, 102740, 12303, 6144
local, BestFS, Dekker-PT-010-CTLCardinality-8 F, 94771.2, 12288, 6144
local, BestFS, Dekker-PT-010-CTLCardinality-12 T, 86646.7, 24577, 6144
local, BestFS, Dekker-PT-010-CTLCardinality-3 F, 69350.9, 12302, 6144
local, BestFS, Dekker-PT-010-CTLCardinality-13 T, 62099.3, 18518, 6144
local, BestFS, Dekker-PT-010-CTLCardinality-15 F, 2.22, 301, 111
local, BestFS, Dekker-PT-010-CTLCardinality-14 T, 0.05, 1, 0
local, BestFS, Dekker-PT-010-CTLFireability-1 F, 129602, 79874, 6144
local, BestFS, Dekker-PT-010-CTLFireability-13 T, 97403.9, 49153, 6144
local, BestFS, Dekker-PT-010-CTLFireability-12 T, 93331, 18465, 6144
local, BestFS, Dekker-PT-010-CTLFireability-10 T, 92398.8, 30720, 6144
local, BestFS, Dekker-PT-010-CTLFireability-5 T, 74746.9, 130048, 6144
local, BestFS, Dekker-PT-010-CTLFireability-7 F, 70791, 30722, 6144
local, BestFS, Dekker-PT-010-CTLFireability-6 T, 50996.8, 43009, 6144
local, BestFS, Dekker-PT-010-CTLFireability-8 F, 1633.82, 45675, 6144
local, BestFS, Dekker-PT-010-CTLFireability-11 F, 3.126, 308, 111
local, BestFS, Dekker-PT-010-CTLFireability-15 F, 0.082, 1, 0
local, BestFS, Dekker-PT-010-CTLFireability-14 F, 0.066, 1, 0
local, BestFS, Dekker-PT-010-CTLFireability-9 F, 1.603, 87, 10
local, BestFS, Dekker-PT-010-CTLFireabilitySimple-11 T, 97119.1, 12288, 6144
local, BestFS, Dekker-PT-010-CTLFireabilitySimple-9 T, 82622.1, 12288, 6144
local, BestFS, Dekker-PT-010-CTLFireabilitySimple-0 F, 70583.1, 18433, 6144
local, BestFS, Dekker-PT-010-CTLFireabilitySimple-12 T, 829.75, 16897, 5633
local, BestFS, Dekker-PT-010-CTLFireabilitySimple-3 F, 715.085, 16898, 5633
local, BestFS, Dekker-PT-010-CTLFireabilitySimple-14 F, 519.496, 3023, 1051
local, BestFS, Dekker-PT-010-CTLFireabilitySimple-6 F, 46.315, 1339, 803
local, BestFS, Dekker-PT-010-CTLFireabilitySimple-4 F, 41.497, 1339, 803
local, BestFS, Dekker-PT-010-CTLFireabilitySimple-2 F, 2.131, 132, 111
local, BestFS, Dekker-PT-010-CTLFireabilitySimple-8 F, 2.21, 153, 111
local, BestFS, Dekker-PT-010-CTLFireabilitySimple-7 F, 0.485, 11, 10
local, BestFS, Dekker-PT-010-CTLFireabilitySimple-10 F, 2.194, 132, 111
